College,Dept,Course Prefix,Course Name,Units,Description,College+Dept,Dept+CourseNum
College of Science and Mathematics,Physics,PHYS-405,Quantum Mechanics I,4 units,"Wave nature of matter and the basic postulates of quantum mechanics.  The wave function, operators, and their interpretation.  Schroedinger's equation and its solutions in one and more dimensions.  The hydrogen atom and the periodic table.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-405
College of Science and Mathematics,Physics,PHYS-406,Quantum Mechanics II,3 units,"Angular momentum operators and problems in three dimensions including the hydrogen atom.  Elements of matrix mechanics and properties of spin state vectors.  Time-independent and time-dependent perturbation theory.  Topics may include variational principle, WKB approximation.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-406
College of Science and Mathematics,Physics,PHYS-408,Electromagnetic Fields and Waves I,4 units,"Electric and magnetic field theory using vector analysis.  Electric fields, dielectric materials, magnetic fields, induced emf, magnetic materials, Maxwell's equations, wave equation.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-408
College of Science and Mathematics,Physics,PHYS-409,Electromagnetic Fields and Waves II,3 units,"Wave equation, plane electromagnetic waves, guided waves.  Dipole radiation, radiation from an accelerated charge.  Special relativity.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-409
College of Science and Mathematics,Physics,PHYS-410,Physics of Solid Earth,3 units,"Gravity and the figure of the Earth.  Body wave seismology, structure and composition of the Earth, heat flow and heat sources, Earth tides, rotational dynamics, the geomagnetic field and its source, paleomagnetism.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-410
College of Science and Mathematics,Physics,PHYS-412,Solid State Physics,3 units,"Physics of solids including the structural, mechanical, thermal, and electronic properties, energy band theory and the properties of metals and semiconductors.  3 lectures.  Fulfills GE Upper-Division B with PHYS 452 (GE Area B5, B6, or B7 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-412
College of Science and Mathematics,Physics,PHYS-413,Advanced Topics in Solid State Physics,3 units,"Semiconducting devices, including junction and field-effect transistors, LED's, and diode lasers.  Magnetic properties of solids.  Superconductivity, including discussion of high-temperature superconductors.  Other topics of current interest in solid state physics.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-413
College of Science and Mathematics,Physics,PHYS-417,Nonlinear Dynamical Systems,4 units,"Analysis of linear and nonlinear dynamical systems with emphasis on geometrical methods and visualization techniques.  Fixed points, phase plane analysis, bifurcations and limit cycles.  Laboratory component includes data acquisition and analysis using computers, numerical simulations of dynamical systems, and analysis of discrete systems.  3 lectures, 1 laboratory.  Fulfills GE Upper-Division B (GE Area B5, B6, or B7 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-417
College of Science and Mathematics,Physics,PHYS-418,Introduction to General Relativity,3 units,"Introduction to Einstein's theory of gravity:  general relativity.  Geometric description of special relativity as flat spacetime.  Extension to curved spacetimes and description of gravity.  Topics include solar system tests of relativity, black holes, gravitational waves, and applications to astronomy and cosmology.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-418
College of Science and Mathematics,Physics,PHYS-422,Polymer Electronics Laboratory,1 unit,Experimental procedures in polymer electronics.  Investigation of the characteristics of a polymer electronic device.  1 laboratory.  Crosslisted as EE/PHYS 422.,College of Science and MathematicsPhysics,PhysicsPHYS-422
College of Science and Mathematics,Physics,PHYS-423,Advanced Optics,4 units,"Advanced topics of modern optics.  May include:  fiber optics, Fourier optics, quantum optics, lasers, holography, non-linear optics.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-423
College of Science and Mathematics,Physics,PHYS-424,Advanced Theoretical Physics,3 units,"Contour integration in the complex plane, properties of common special functions and delta functions used in physics, partial differential equations, Green's function techniques for solving differential equations.  Not open to students with credit in PHYS 320 or PHYS 321.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-424
College of Science and Mathematics,Physics,PHYS-452,Solid State Physics Laboratory,1 unit,"Selected experiments on X-ray diffraction, Hall effect, optical absorption, thermo-electric effect, photovoltaic cells, diode characteristics, and superconductivity.  1 laboratory.  Fulfills GE Upper-Division B with PHYS 412 (GE Area B5, B6, or B7 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-452
College of Science and Mathematics,Physics,PHYS-461,Senior Project I,2 units,Selection and completion of a project under faculty supervision.  Projects typical of problems which graduates must solve in their fields of employment.  Project results are presented in a formal report.  Minimum 60 hours total time.,College of Science and MathematicsPhysics,PhysicsPHYS-461
College of Science and Mathematics,Physics,PHYS-462,Senior Project II,2 units,Selection and completion of a project under faculty supervision.  Projects typical of problems which graduates must solve in their fields of employment.  Project results are presented in a formal report.  Minimum 60 hours total time.,College of Science and MathematicsPhysics,PhysicsPHYS-462
College of Science and Mathematics,Physics,PHYS-470,Selected Advanced Topics,1-4 units,Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsPhysics,PhysicsPHYS-470
College of Science and Mathematics,Physics,PHYS-471,Selected Advanced Laboratory,1-4 units,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories.,College of Science and MathematicsPhysics,PhysicsPHYS-471
College of Science and Mathematics,Physics,PHYS-485,Cooperative Education Experience,6 units,"Part-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  Formal report and evaluation by work supervisor required.  Total credit limited to 12 units; major credit limited to 2 units.  Credit/No Credit grading only.",College of Science and MathematicsPhysics,PhysicsPHYS-485
College of Science and Mathematics,Physics,PHYS-495,Cooperative Education Experience,12 units,"Full-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  Formal report and evaluation by work supervisor required.  Total credit limited to 12 units; major credit limited to 2 units.  Credit/No Credit grading only.",College of Science and MathematicsPhysics,PhysicsPHYS-495
College of Science and Mathematics,Physics,PSC-101,Matter and Energy,4 units,"Introduction to the basic principles of physical science, including observation, description, modeling, and the application of physical phenomena. Emphasis on interactions as described by energy, forces, and fields for mechanical, thermal, electric, and magnetic systems. 3 lectures, 1 laboratory. Fulfills GE Areas B1 and B3 (GE Areas B3 and B4 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPSC-101
College of Science and Mathematics,Physics,PSC-102,Atoms and Molecules,4 units,"Introduction to the basic principles of physical science (observation, description, modeling of physical phenomena) with an emphasis on interactions at the molecular level.  Interactions and the behavior of gases, physical change, and chemical change (including chemical reactions, chemical bonding, and solutions).  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPSC-102
College of Science and Mathematics,Physics,PSC-103,The Physical Environment: Earth,4 units,"Introduction to the basic principles of the earth sciences, and applications of these principles in modern society.  Structure and formation of the Earth, earthquakes, weather, and oceanography.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPSC-103
